,ZIPCODE,County,Total_daily_wateruse(kgal/d),Precipitation_decade,Average Precipitation(inches/d),wastewater_treat_plant,Flow_annual_avg_MGD,Capacity_MGD
22,11236,Kings County,239.4562378473697,2001,0.0070547935166593995,CONEY ISLAND,80.58333333,110.0
23,11236,Kings County,239.4562378473697,2011,0.007037564267431057,CONEY ISLAND,80.58333333,110.0
24,11239,Kings County,81.28735972480719,1901,0.0010287059241752292,26TH WARD,51.0,85.0
25,11239,Kings County,81.28735972480719,1911,0.0010402011398552913,26TH WARD,51.0,85.0
26,11239,Kings County,81.28735972480719,1921,0.0009784375314130225,26TH WARD,51.0,85.0
27,11239,Kings County,81.28735972480719,1931,0.0009995738957279752,26TH WARD,51.0,85.0
28,11239,Kings County,81.28735972480719,1941,0.001005715492815105,26TH WARD,51.0,85.0
29,11239,Kings County,81.28735972480719,1951,0.0010692636407883512,26TH WARD,51.0,85.0
30,11239,Kings County,81.28735972480719,1961,0.0009164421645901071,26TH WARD,51.0,85.0
31,11239,Kings County,81.28735972480719,1971,0.0011560571543404324,26TH WARD,51.0,85.0
32,11239,Kings County,81.28735972480719,1981,0.0010875262011832885,26TH WARD,51.0,85.0
33,11239,Kings County,81.28735972480719,1991,0.001021683645241643,26TH WARD,51.0,85.0
34,11239,Kings County,81.28735972480719,2001,0.001119786967769269,26TH WARD,51.0,85.0
35,11239,Kings County,81.28735972480719,2011,0.0011170522188776412,26TH WARD,51.0,85.0
36,11212,Kings County,1614.9678639794574,1901,0.0027724256996375135,26TH WARD,51.0,85.0
37,11212,Kings County,1614.9678639794574,1911,0.002803406012499843,26TH WARD,51.0,85.0
38,11212,Kings County,1614.9678639794574,1921,0.0026369492911730136,26TH WARD,51.0,85.0
39,11212,Kings County,1614.9678639794574,1931,0.0026939130922424576,26TH WARD,51.0,85.0
40,11212,Kings County,1614.9678639794574,1941,0.0027104650739128554,26TH WARD,51.0,85.0
41,11212,Kings County,1614.9678639794574,1951,0.002881731238970328,26TH WARD,51.0,85.0
42,11212,Kings County,1614.9678639794574,1961,0.0024698679667642825,26TH WARD,51.0,85.0
43,11212,Kings County,1614.9678639794574,1971,0.0031156450931425516,26TH WARD,51.0,85.0
44,11212,Kings County,1614.9678639794574,1981,0.00293094996182419,26TH WARD,51.0,85.0
45,11212,Kings County,1614.9678639794574,1991,0.0027535002262558893,26TH WARD,51.0,85.0
46,11212,Kings County,1614.9678639794574,2001,0.0030178947108249203,26TH WARD,51.0,85.0
47,11212,Kings County,1614.9678639794574,2011,0.003010524394458479,26TH WARD,51.0,85.0
48,11212,Kings County,1614.9678639794574,1901,0.0027724256996375135,CONEY ISLAND,80.58333333,110.0
49,11212,Kings County,1614.9678639794574,1911,0.002803406012499843,CONEY ISLAND,80.58333333,110.0
50,11212,Kings County,1614.9678639794574,1921,0.0026369492911730136,CONEY ISLAND,80.58333333,110.0
51,11212,Kings County,1614.9678639794574,1931,0.0026939130922424576,CONEY ISLAND,80.58333333,110.0
52,11212,Kings County,1614.9678639794574,1941,0.0027104650739128554,CONEY ISLAND,80.58333333,110.0
53,11212,Kings County,1614.9678639794574,1951,0.002881731238970328,CONEY ISLAND,80.58333333,110.0
54,11212,Kings County,1614.9678639794574,1961,0.0024698679667642825,CONEY ISLAND,80.58333333,110.0
55,11212,Kings County,1614.9678639794574,1971,0.0031156450931425516,CONEY ISLAND,80.58333333,110.0
56,11212,Kings County,1614.9678639794574,1981,0.00293094996182419,CONEY ISLAND,80.58333333,110.0
57,11212,Kings County,1614.9678639794574,1991,0.0027535002262558893,CONEY ISLAND,80.58333333,110.0
58,11212,Kings County,1614.9678639794574,2001,0.0030178947108249203,CONEY ISLAND,80.58333333,110.0
59,11212,Kings County,1614.9678639794574,2011,0.003010524394458479,CONEY ISLAND,80.58333333,110.0
60,11207,Kings County,1406.2471404001824,1901,0.004814726817990851,26TH WARD,51.0,85.0
61,11207,Kings County,1406.2471404001824,1911,0.004868528708222754,26TH WARD,51.0,85.0
62,11207,Kings County,1406.2471404001824,1921,0.004579452019779164,26TH WARD,51.0,85.0
63,11207,Kings County,1406.2471404001824,1931,0.004678378076012017,26TH WARD,51.0,85.0
64,11207,Kings County,1406.2471404001824,1941,0.004707123037527046,26TH WARD,51.0,85.0
65,11207,Kings County,1406.2471404001824,1951,0.005004552035542927,26TH WARD,51.0,85.0
66,11207,Kings County,1406.2471404001824,1961,0.004289290615806705,26TH WARD,51.0,85.0
67,11207,Kings County,1406.2471404001824,1971,0.005410778001104369,26TH WARD,51.0,85.0
68,11207,Kings County,1406.2471404001824,1981,0.005090027619217804,26TH WARD,51.0,85.0
69,11207,Kings County,1406.2471404001824,1991,0.004781859937466121,26TH WARD,51.0,85.0
70,11207,Kings County,1406.2471404001824,2001,0.00524102002083637,26TH WARD,51.0,85.0
71,11207,Kings County,1406.2471404001824,2011,0.0052282203775957155,26TH WARD,51.0,85.0
72,11207,Kings County,1406.2471404001824,1901,0.004814726817990851,NEWTOWN CREEK,196.0,310.0
73,11207,Kings County,1406.2471404001824,1911,0.004868528708222754,NEWTOWN CREEK,196.0,310.0
74,11207,Kings County,1406.2471404001824,1921,0.004579452019779164,NEWTOWN CREEK,196.0,310.0
75,11207,Kings County,1406.2471404001824,1931,0.004678378076012017,NEWTOWN CREEK,196.0,310.0
76,11207,Kings County,1406.2471404001824,1941,0.004707123037527046,NEWTOWN CREEK,196.0,310.0
77,11207,Kings County,1406.2471404001824,1951,0.005004552035542927,NEWTOWN CREEK,196.0,310.0
78,11207,Kings County,1406.2471404001824,1961,0.004289290615806705,NEWTOWN CREEK,196.0,310.0
79,11207,Kings County,1406.2471404001824,1971,0.005410778001104369,NEWTOWN CREEK,196.0,310.0
80,11207,Kings County,1406.2471404001824,1981,0.005090027619217804,NEWTOWN CREEK,196.0,310.0
81,11207,Kings County,1406.2471404001824,1991,0.004781859937466121,NEWTOWN CREEK,196.0,310.0
82,11207,Kings County,1406.2471404001824,2001,0.00524102002083637,NEWTOWN CREEK,196.0,310.0
83,11207,Kings County,1406.2471404001824,2011,0.0052282203775957155,NEWTOWN CREEK,196.0,310.0
84,11213,Kings County,1526.055868787142,1901,0.0019667683491553867,26TH WARD,51.0,85.0
85,11213,Kings County,1526.055868787142,1911,0.0019887458899033776,26TH WARD,51.0,85.0
86,11213,Kings County,1526.055868787142,1921,0.0018706609179408862,26TH WARD,51.0,85.0
87,11213,Kings County,1526.055868787142,1931,0.0019110712348000952,26TH WARD,51.0,85.0
88,11213,Kings County,1526.055868787142,1941,0.0019228132676594048,26TH WARD,51.0,85.0
89,11213,Kings County,1526.055868787142,1951,0.00204431007558479,26TH WARD,51.0,85.0
90,11213,Kings County,1526.055868787142,1961,0.001752132850398798,26TH WARD,51.0,85.0
91,11213,Kings County,1526.055868787142,1971,0.0022102493701437126,26TH WARD,51.0,85.0
92,11213,Kings County,1526.055868787142,1981,0.002079226007257001,26TH WARD,51.0,85.0
93,11213,Kings County,1526.055868787142,1991,0.00195334255309361,26TH WARD,51.0,85.0
94,11213,Kings County,1526.055868787142,2001,0.0021409049119368467,26TH WARD,51.0,85.0
95,11213,Kings County,1526.055868787142,2011,0.0021356763840976066,26TH WARD,51.0,85.0
96,11213,Kings County,1526.055868787142,1901,0.0019667683491553867,CONEY ISLAND,80.58333333,110.0
97,11213,Kings County,1526.055868787142,1911,0.0019887458899033776,CONEY ISLAND,80.58333333,110.0
98,11213,Kings County,1526.055868787142,1921,0.0018706609179408862,CONEY ISLAND,80.58333333,110.0
99,11213,Kings County,1526.055868787142,1931,0.0019110712348000952,CONEY ISLAND,80.58333333,110.0
100,11213,Kings County,1526.055868787142,1941,0.0019228132676594048,CONEY ISLAND,80.58333333,110.0
101,11213,Kings County,1526.055868787142,1951,0.00204431007558479,CONEY ISLAND,80.58333333,110.0
102,11213,Kings County,1526.055868787142,1961,0.001752132850398798,CONEY ISLAND,80.58333333,110.0
103,11213,Kings County,1526.055868787142,1971,0.0022102493701437126,CONEY ISLAND,80.58333333,110.0
104,11213,Kings County,1526.055868787142,1981,0.002079226007257001,CONEY ISLAND,80.58333333,110.0
105,11213,Kings County,1526.055868787142,1991,0.00195334255309361,CONEY ISLAND,80.58333333,110.0
106,11213,Kings County,1526.055868787142,2001,0.0021409049119368467,CONEY ISLAND,80.58333333,110.0
107,11213,Kings County,1526.055868787142,2011,0.0021356763840976066,CONEY ISLAND,80.58333333,110.0
108,11213,Kings County,1526.055868787142,1901,0.0019667683491553867,NEWTOWN CREEK,196.0,310.0
109,11213,Kings County,1526.055868787142,1911,0.0019887458899033776,NEWTOWN CREEK,196.0,310.0
110,11213,Kings County,1526.055868787142,1921,0.0018706609179408862,NEWTOWN CREEK,196.0,310.0
111,11213,Kings County,1526.055868787142,1931,0.0019110712348000952,NEWTOWN CREEK,196.0,310.0
112,11213,Kings County,1526.055868787142,1941,0.0019228132676594048,NEWTOWN CREEK,196.0,310.0
113,11213,Kings County,1526.055868787142,1951,0.00204431007558479,NEWTOWN CREEK,196.0,310.0
114,11213,Kings County,1526.055868787142,1961,0.001752132850398798,NEWTOWN CREEK,196.0,310.0
115,11213,Kings County,1526.055868787142,1971,0.0022102493701437126,NEWTOWN CREEK,196.0,310.0
116,11213,Kings County,1526.055868787142,1981,0.002079226007257001,NEWTOWN CREEK,196.0,310.0
117,11213,Kings County,1526.055868787142,1991,0.00195334255309361,NEWTOWN CREEK,196.0,310.0
118,11213,Kings County,1526.055868787142,2001,0.0021409049119368467,NEWTOWN CREEK,196.0,310.0
119,11213,Kings County,1526.055868787142,2011,0.0021356763840976066,NEWTOWN CREEK,196.0,310.0
120,11213,Kings County,1526.055868787142,1901,0.0019667683491553867,RED HOOK,26.5,60.0
121,11213,Kings County,1526.055868787142,1911,0.0019887458899033776,RED HOOK,26.5,60.0
122,11213,Kings County,1526.055868787142,1921,0.0018706609179408862,RED HOOK,26.5,60.0
123,11213,Kings County,1526.055868787142,1931,0.0019110712348000952,RED HOOK,26.5,60.0
124,11213,Kings County,1526.055868787142,1941,0.0019228132676594048,RED HOOK,26.5,60.0
125,11213,Kings County,1526.055868787142,1951,0.00204431007558479,RED HOOK,26.5,60.0
126,11213,Kings County,1526.055868787142,1961,0.001752132850398798,RED HOOK,26.5,60.0
127,11213,Kings County,1526.055868787142,1971,0.0022102493701437126,RED HOOK,26.5,60.0
128,11213,Kings County,1526.055868787142,1981,0.002079226007257001,RED HOOK,26.5,60.0
129,11213,Kings County,1526.055868787142,1991,0.00195334255309361,RED HOOK,26.5,60.0
130,11213,Kings County,1526.055868787142,2001,0.0021409049119368467,RED HOOK,26.5,60.0
131,11213,Kings County,1526.055868787142,2011,0.0021356763840976066,RED HOOK,26.5,60.0
132,11233,Kings County,758.7205482995247,1901,0.0024298485371647936,26TH WARD,51.0,85.0
133,11233,Kings County,758.7205482995247,1911,0.0024570007410630915,26TH WARD,51.0,85.0
134,11233,Kings County,758.7205482995247,1921,0.0023111123874563107,26TH WARD,51.0,85.0
135,11233,Kings County,758.7205482995247,1931,0.002361037407527374,26TH WARD,51.0,85.0
136,11233,Kings County,758.7205482995247,1941,0.0023755441293681983,26TH WARD,51.0,85.0
137,11233,Kings County,758.7205482995247,1951,0.0025256476436608033,26TH WARD,51.0,85.0
138,11233,Kings County,758.7205482995247,1961,0.002164676610383838,26TH WARD,51.0,85.0
139,11233,Kings County,758.7205482995247,1971,0.002730657731562264,26TH WARD,51.0,85.0
140,11233,Kings County,758.7205482995247,1981,0.002568784612757292,26TH WARD,51.0,85.0
141,11233,Kings County,758.7205482995247,1991,0.002413261606154342,26TH WARD,51.0,85.0
142,11233,Kings County,758.7205482995247,2001,0.002644985959181547,26TH WARD,51.0,85.0
143,11233,Kings County,758.7205482995247,2011,0.0026385263622863875,26TH WARD,51.0,85.0
144,11233,Kings County,758.7205482995247,1901,0.0024298485371647936,CONEY ISLAND,80.58333333,110.0
145,11233,Kings County,758.7205482995247,1911,0.0024570007410630915,CONEY ISLAND,80.58333333,110.0
146,11233,Kings County,758.7205482995247,1921,0.0023111123874563107,CONEY ISLAND,80.58333333,110.0
147,11233,Kings County,758.7205482995247,1931,0.002361037407527374,CONEY ISLAND,80.58333333,110.0
148,11233,Kings County,758.7205482995247,1941,0.0023755441293681983,CONEY ISLAND,80.58333333,110.0
149,11233,Kings County,758.7205482995247,1951,0.0025256476436608033,CONEY ISLAND,80.58333333,110.0
150,11233,Kings County,758.7205482995247,1961,0.002164676610383838,CONEY ISLAND,80.58333333,110.0
151,11233,Kings County,758.7205482995247,1971,0.002730657731562264,CONEY ISLAND,80.58333333,110.0
152,11233,Kings County,758.7205482995247,1981,0.002568784612757292,CONEY ISLAND,80.58333333,110.0
153,11233,Kings County,758.7205482995247,1991,0.002413261606154342,CONEY ISLAND,80.58333333,110.0
154,11233,Kings County,758.7205482995247,2001,0.002644985959181547,CONEY ISLAND,80.58333333,110.0
155,11233,Kings County,758.7205482995247,2011,0.0026385263622863875,CONEY ISLAND,80.58333333,110.0
156,11233,Kings County,758.7205482995247,1901,0.0024298485371647936,NEWTOWN CREEK,196.0,310.0
157,11233,Kings County,758.7205482995247,1911,0.0024570007410630915,NEWTOWN CREEK,196.0,310.0
158,11233,Kings County,758.7205482995247,1921,0.0023111123874563107,NEWTOWN CREEK,196.0,310.0
159,11233,Kings County,758.7205482995247,1931,0.002361037407527374,NEWTOWN CREEK,196.0,310.0
160,11233,Kings County,758.7205482995247,1941,0.0023755441293681983,NEWTOWN CREEK,196.0,310.0
161,11233,Kings County,758.7205482995247,1951,0.0025256476436608033,NEWTOWN CREEK,196.0,310.0
162,11233,Kings County,758.7205482995247,1961,0.002164676610383838,NEWTOWN CREEK,196.0,310.0
163,11233,Kings County,758.7205482995247,1971,0.002730657731562264,NEWTOWN CREEK,196.0,310.0
164,11233,Kings County,758.7205482995247,1981,0.002568784612757292,NEWTOWN CREEK,196.0,310.0
165,11233,Kings County,758.7205482995247,1991,0.002413261606154342,NEWTOWN CREEK,196.0,310.0
166,11233,Kings County,758.7205482995247,2001,0.002644985959181547,NEWTOWN CREEK,196.0,310.0
167,11233,Kings County,758.7205482995247,2011,0.0026385263622863875,NEWTOWN CREEK,196.0,310.0
168,11208,Kings County,447.7642021267449,1901,0.006230492942599002,26TH WARD,51.0,85.0
169,11208,Kings County,447.7642021267449,1911,0.006300115230645708,26TH WARD,51.0,85.0
170,11208,Kings County,447.7642021267449,1921,0.00592603579991089,26TH WARD,51.0,85.0
171,11208,Kings County,447.7642021267449,1931,0.006054050974706444,26TH WARD,51.0,85.0
172,11208,Kings County,447.7642021267449,1941,0.006091248366505592,26TH WARD,51.0,85.0
173,11208,Kings County,447.7642021267449,1951,0.006476136095989595,26TH WARD,51.0,85.0
174,11208,Kings County,447.7642021267449,1961,0.00555055269401384,26TH WARD,51.0,85.0
175,11208,Kings County,447.7642021267449,1971,0.007001812444245464,26TH WARD,51.0,85.0
176,11208,Kings County,447.7642021267449,1981,0.006586745698773472,26TH WARD,51.0,85.0
177,11208,Kings County,447.7642021267449,1991,0.006187961585183374,26TH WARD,51.0,85.0
178,11208,Kings County,447.7642021267449,2001,0.006782137281356162,26TH WARD,51.0,85.0
179,11208,Kings County,447.7642021267449,2011,0.006765573914441824,26TH WARD,51.0,85.0
180,11414,Queens County,4026.9845349588286,1901,0.002619708209568017,26TH WARD,51.0,85.0
181,11414,Queens County,4026.9845349588286,1911,0.0027052923505962337,26TH WARD,51.0,85.0
182,11414,Queens County,4026.9845349588286,1921,0.0025389559184214212,26TH WARD,51.0,85.0
183,11414,Queens County,4026.9845349588286,1931,0.0026152991465510375,26TH WARD,51.0,85.0
184,11414,Queens County,4026.9845349588286,1941,0.002642417904011637,26TH WARD,51.0,85.0
185,11414,Queens County,4026.9845349588286,1951,0.00281799524908505,26TH WARD,51.0,85.0
186,11414,Queens County,4026.9845349588286,1961,0.002345379932538969,26TH WARD,51.0,85.0
187,11414,Queens County,4026.9845349588286,1971,0.0029604140243458376,26TH WARD,51.0,85.0
188,11414,Queens County,4026.9845349588286,1981,0.002855864872532257,26TH WARD,51.0,85.0
189,11414,Queens County,4026.9845349588286,1991,0.002636559286030171,26TH WARD,51.0,85.0
190,11414,Queens County,4026.9845349588286,2001,0.0029028546126310235,26TH WARD,51.0,85.0
191,11414,Queens County,4026.9845349588286,2011,0.0028834668149810188,26TH WARD,51.0,85.0
192,11420,Queens County,517.322574149353,1901,0.002367198688569748,26TH WARD,51.0,85.0
193,11420,Queens County,517.322574149353,1911,0.002444533509930548,26TH WARD,51.0,85.0
194,11420,Queens County,517.322574149353,1921,0.002294229982740962,26TH WARD,51.0,85.0
195,11420,Queens County,517.322574149353,1931,0.0023632146081467853,26TH WARD,51.0,85.0
196,11420,Queens County,517.322574149353,1941,0.0023877194315702144,26TH WARD,51.0,85.0
197,11420,Queens County,517.322574149353,1951,0.002546373154714777,26TH WARD,51.0,85.0
198,11420,Queens County,517.322574149353,1961,0.0021193124792396475,26TH WARD,51.0,85.0
199,11420,Queens County,517.322574149353,1971,0.0026750644100208927,26TH WARD,51.0,85.0
200,11420,Queens County,517.322574149353,1981,0.0025805925851969374,26TH WARD,51.0,85.0
201,11420,Queens County,517.322574149353,1991,0.002382425516487647,26TH WARD,51.0,85.0
202,11420,Queens County,517.322574149353,2001,0.0026230530587457745,26TH WARD,51.0,85.0
203,11420,Queens County,517.322574149353,2011,0.002605534020173568,26TH WARD,51.0,85.0
204,11420,Queens County,517.322574149353,1901,0.002367198688569748,JAMAICA,80.75,100.0
205,11420,Queens County,517.322574149353,1911,0.002444533509930548,JAMAICA,80.75,100.0
206,11420,Queens County,517.322574149353,1921,0.002294229982740962,JAMAICA,80.75,100.0
207,11420,Queens County,517.322574149353,1931,0.0023632146081467853,JAMAICA,80.75,100.0
208,11420,Queens County,517.322574149353,1941,0.0023877194315702144,JAMAICA,80.75,100.0
209,11420,Queens County,517.322574149353,1951,0.002546373154714777,JAMAICA,80.75,100.0
210,11420,Queens County,517.322574149353,1961,0.0021193124792396475,JAMAICA,80.75,100.0
211,11420,Queens County,517.322574149353,1971,0.0026750644100208927,JAMAICA,80.75,100.0
212,11420,Queens County,517.322574149353,1981,0.0025805925851969374,JAMAICA,80.75,100.0
213,11420,Queens County,517.322574149353,1991,0.002382425516487647,JAMAICA,80.75,100.0
214,11420,Queens County,517.322574149353,2001,0.0026230530587457745,JAMAICA,80.75,100.0
215,11420,Queens County,517.322574149353,2011,0.002605534020173568,JAMAICA,80.75,100.0
216,11417,Queens County,738.7376691408738,1901,0.0012747706316217947,26TH WARD,51.0,85.0
217,11417,Queens County,738.7376691408738,1911,0.0013164165481848987,26TH WARD,51.0,85.0
218,11417,Queens County,738.7376691408738,1921,0.0012354759312372707,26TH WARD,51.0,85.0
219,11417,Queens County,738.7376691408738,1931,0.00127262514685884,26TH WARD,51.0,85.0
220,11417,Queens County,738.7376691408738,1941,0.0012858213476611223,26TH WARD,51.0,85.0
221,11417,Queens County,738.7376691408738,1951,0.001371258665550285,26TH WARD,51.0,85.0
222,11417,Queens County,738.7376691408738,1961,0.0011412803330828958,26TH WARD,51.0,85.0
223,11417,Queens County,738.7376691408738,1971,0.0014405607624139406,26TH WARD,51.0,85.0
224,11417,Queens County,738.7376691408738,1981,0.0013896863223499085,26TH WARD,51.0,85.0
225,11417,Queens County,738.7376691408738,1991,0.0012829704980445934,26TH WARD,51.0,85.0
226,11417,Queens County,738.7376691408738,2001,0.0014125518996866023,26TH WARD,51.0,85.0
227,11417,Queens County,738.7376691408738,2011,0.0014031176447700487,26TH WARD,51.0,85.0
228,11417,Queens County,738.7376691408738,1901,0.0012747706316217947,JAMAICA,80.75,100.0
229,11417,Queens County,738.7376691408738,1911,0.0013164165481848987,JAMAICA,80.75,100.0
230,11417,Queens County,738.7376691408738,1921,0.0012354759312372707,JAMAICA,80.75,100.0
231,11417,Queens County,738.7376691408738,1931,0.00127262514685884,JAMAICA,80.75,100.0
232,11417,Queens County,738.7376691408738,1941,0.0012858213476611223,JAMAICA,80.75,100.0
233,11417,Queens County,738.7376691408738,1951,0.001371258665550285,JAMAICA,80.75,100.0
234,11417,Queens County,738.7376691408738,1961,0.0011412803330828958,JAMAICA,80.75,100.0
235,11417,Queens County,738.7376691408738,1971,0.0014405607624139406,JAMAICA,80.75,100.0
236,11417,Queens County,738.7376691408738,1981,0.0013896863223499085,JAMAICA,80.75,100.0
237,11417,Queens County,738.7376691408738,1991,0.0012829704980445934,JAMAICA,80.75,100.0
238,11417,Queens County,738.7376691408738,2001,0.0014125518996866023,JAMAICA,80.75,100.0
239,11417,Queens County,738.7376691408738,2011,0.0014031176447700487,JAMAICA,80.75,100.0
240,11416,Queens County,383.50261318766695,1901,0.0007583070717078649,26TH WARD,51.0,85.0
241,11416,Queens County,383.50261318766695,1911,0.0007830804640767964,26TH WARD,51.0,85.0
242,11416,Queens County,383.50261318766695,1921,0.0007349323182870731,26TH WARD,51.0,85.0
243,11416,Queens County,383.50261318766695,1931,0.000757030813667687,26TH WARD,51.0,85.0
244,11416,Queens County,383.50261318766695,1941,0.0007648806747641233,26TH WARD,51.0,85.0
245,11416,Queens County,383.50261318766695,1951,0.0008157037175421646,26TH WARD,51.0,85.0
246,11416,Queens County,383.50261318766695,1961,0.00067889934542721,26TH WARD,51.0,85.0
247,11416,Queens County,383.50261318766695,1971,0.0008569286005385944,26TH WARD,51.0,85.0
248,11416,Queens County,383.50261318766695,1981,0.0008266655502982127,26TH WARD,51.0,85.0
249,11416,Queens County,383.50261318766695,1991,0.0007631848250395034,26TH WARD,51.0,85.0
250,11416,Queens County,383.50261318766695,2001,0.0008402673140688752,26TH WARD,51.0,85.0
251,11416,Queens County,383.50261318766695,2011,0.000834655275289463,26TH WARD,51.0,85.0
252,11416,Queens County,383.50261318766695,1901,0.0007583070717078649,JAMAICA,80.75,100.0
253,11416,Queens County,383.50261318766695,1911,0.0007830804640767964,JAMAICA,80.75,100.0
254,11416,Queens County,383.50261318766695,1921,0.0007349323182870731,JAMAICA,80.75,100.0
255,11416,Queens County,383.50261318766695,1931,0.000757030813667687,JAMAICA,80.75,100.0
256,11416,Queens County,383.50261318766695,1941,0.0007648806747641233,JAMAICA,80.75,100.0
257,11416,Queens County,383.50261318766695,1951,0.0008157037175421646,JAMAICA,80.75,100.0
258,11416,Queens County,383.50261318766695,1961,0.00067889934542721,JAMAICA,80.75,100.0
259,11416,Queens County,383.50261318766695,1971,0.0008569286005385944,JAMAICA,80.75,100.0
260,11416,Queens County,383.50261318766695,1981,0.0008266655502982127,JAMAICA,80.75,100.0
261,11416,Queens County,383.50261318766695,1991,0.0007631848250395034,JAMAICA,80.75,100.0
262,11416,Queens County,383.50261318766695,2001,0.0008402673140688752,JAMAICA,80.75,100.0
263,11416,Queens County,383.50261318766695,2011,0.000834655275289463,JAMAICA,80.75,100.0
264,11421,Queens County,3315.712759226638,1901,0.00146732618500593,26TH WARD,51.0,85.0
265,11421,Queens County,3315.712759226638,1911,0.0015152627646193711,26TH WARD,51.0,85.0
266,11421,Queens County,3315.712759226638,1921,0.0014220959754482935,26TH WARD,51.0,85.0
267,11421,Queens County,3315.712759226638,1931,0.0014648566223300083,26TH WARD,51.0,85.0
268,11421,Queens County,3315.712759226638,1941,0.001480046124268212,26TH WARD,51.0,85.0
269,11421,Queens County,3315.712759226638,1951,0.0015783888461710165,26TH WARD,51.0,85.0
270,11421,Queens County,3315.712759226638,1961,0.0013136720250876163,26TH WARD,51.0,85.0
271,11421,Queens County,3315.712759226638,1971,0.0016581591035658612,26TH WARD,51.0,85.0
272,11421,Queens County,3315.712759226638,1981,0.001599600021483386,26TH WARD,51.0,85.0
273,11421,Queens County,3315.712759226638,1991,0.001476764650575549,26TH WARD,51.0,85.0
274,11421,Queens County,3315.712759226638,2001,0.0016259194702760871,26TH WARD,51.0,85.0
275,11421,Queens County,3315.712759226638,2011,0.0016150601604271707,26TH WARD,51.0,85.0
276,11421,Queens County,3315.712759226638,1901,0.00146732618500593,JAMAICA,80.75,100.0
277,11421,Queens County,3315.712759226638,1911,0.0015152627646193711,JAMAICA,80.75,100.0
278,11421,Queens County,3315.712759226638,1921,0.0014220959754482935,JAMAICA,80.75,100.0
279,11421,Queens County,3315.712759226638,1931,0.0014648566223300083,JAMAICA,80.75,100.0
280,11421,Queens County,3315.712759226638,1941,0.001480046124268212,JAMAICA,80.75,100.0
281,11421,Queens County,3315.712759226638,1951,0.0015783888461710165,JAMAICA,80.75,100.0
282,11421,Queens County,3315.712759226638,1961,0.0013136720250876163,JAMAICA,80.75,100.0
283,11421,Queens County,3315.712759226638,1971,0.0016581591035658612,JAMAICA,80.75,100.0
284,11421,Queens County,3315.712759226638,1981,0.001599600021483386,JAMAICA,80.75,100.0
285,11421,Queens County,3315.712759226638,1991,0.001476764650575549,JAMAICA,80.75,100.0
286,11421,Queens County,3315.712759226638,2001,0.0016259194702760871,JAMAICA,80.75,100.0
287,11421,Queens County,3315.712759226638,2011,0.0016150601604271707,JAMAICA,80.75,100.0
288,11385,Queens County,6223.659213472111,1901,0.004115540128863962,26TH WARD,51.0,85.0
289,11385,Queens County,6223.659213472111,1911,0.004249992113061873,26TH WARD,51.0,85.0
290,11385,Queens County,6223.659213472111,1921,0.003988678941233327,26TH WARD,51.0,85.0
291,11385,Queens County,6223.659213472111,1931,0.00410861352699632,26TH WARD,51.0,85.0
292,11385,Queens County,6223.659213472111,1941,0.004151216872730169,26TH WARD,51.0,85.0
