Location ID,Decade,Location,precipitation_avg
NY-063,1991,Niagara County,35.034
NY-063,2001,Niagara County,34.893
NY-063,2011,Niagara County,35.419
NY-065,1901,Oneida County,45.706
NY-065,1911,Oneida County,42.996
NY-065,1921,Oneida County,45.141
NY-065,1931,Oneida County,42.739
NY-065,1941,Oneida County,45.899
NY-065,1951,Oneida County,44.517
NY-065,1961,Oneida County,42.051
NY-065,1971,Oneida County,50.221
NY-065,1981,Oneida County,46.201
NY-065,1991,Oneida County,45.014
NY-065,2001,Oneida County,48.701
NY-065,2011,Oneida County,48.935
NY-067,1901,Onondaga County,39.455
NY-067,1911,Onondaga County,38.355
NY-067,1921,Onondaga County,37.55
NY-067,1931,Onondaga County,34.99
NY-067,1941,Onondaga County,39.005
NY-067,1951,Onondaga County,37.717
NY-067,1961,Onondaga County,35.673
NY-067,1971,Onondaga County,43.063
NY-067,1981,Onondaga County,39.191
NY-067,1991,Onondaga County,39.531
NY-067,2001,Onondaga County,43.945
NY-067,2011,Onondaga County,44.554
NY-069,1901,Ontario County,31.5
NY-069,1911,Ontario County,30.859
NY-069,1921,Ontario County,30.871
NY-069,1931,Ontario County,31.737
NY-069,1941,Ontario County,33.549
NY-069,1951,Ontario County,32.25
NY-069,1961,Ontario County,30.143
NY-069,1971,Ontario County,35.384
NY-069,1981,Ontario County,33.596
NY-069,1991,Ontario County,33.51
NY-069,2001,Ontario County,36.49
NY-069,2011,Ontario County,37.448
NY-071,1901,Orange County,44.197
NY-071,1911,Orange County,42.012
NY-071,1921,Orange County,39.621
NY-071,1931,Orange County,43.101
NY-071,1941,Orange County,42.677
NY-071,1951,Orange County,46.76
NY-071,1961,Orange County,37.82
NY-071,1971,Orange County,48.992
NY-071,1981,Orange County,46.424
NY-071,1991,Orange County,44.786
NY-071,2001,Orange County,48.092
NY-071,2011,Orange County,47.072
NY-073,1901,Orleans County,34.03
NY-073,1911,Orleans County,31.484
NY-073,1921,Orleans County,32.312
NY-073,1931,Orleans County,29.664
NY-073,1941,Orleans County,32.072
NY-073,1951,Orleans County,30.573
NY-073,1961,Orleans County,30.333
NY-073,1971,Orleans County,34.652
NY-073,1981,Orleans County,34.569
NY-073,1991,Orleans County,34.749
NY-073,2001,Orleans County,34.757
NY-073,2011,Orleans County,34.912
NY-075,1901,Oswego County,42.995
NY-075,1911,Oswego County,41.215
NY-075,1921,Oswego County,40.991
NY-075,1931,Oswego County,37.453
NY-075,1941,Oswego County,42.629
NY-075,1951,Oswego County,40.907
NY-075,1961,Oswego County,39.095
NY-075,1971,Oswego County,47.397
NY-075,1981,Oswego County,43.554
NY-075,1991,Oswego County,44.223
NY-075,2001,Oswego County,47.18
NY-075,2011,Oswego County,46.573
NY-077,1901,Otsego County,42.32
NY-077,1911,Otsego County,42.794
NY-077,1921,Otsego County,40.409
NY-077,1931,Otsego County,41.104
NY-077,1941,Otsego County,42.726
NY-077,1951,Otsego County,41.071
NY-077,1961,Otsego County,36.533
NY-077,1971,Otsego County,44.267
NY-077,1981,Otsego County,40.409
NY-077,1991,Otsego County,42.336
NY-077,2001,Otsego County,47.324
NY-077,2011,Otsego County,48.269
NY-079,1901,Putnam County,50.106
NY-079,1911,Putnam County,45.247
NY-079,1921,Putnam County,42.467
NY-079,1931,Putnam County,46.859
NY-079,1941,Putnam County,44.642
NY-079,1951,Putnam County,49.195
NY-079,1961,Putnam County,40.153
NY-079,1971,Putnam County,51.583
NY-079,1981,Putnam County,48.632
NY-079,1991,Putnam County,48.276
NY-079,2001,Putnam County,50.124
NY-079,2011,Putnam County,46.443
NY-081,1901,Queens County,43.374
NY-081,1911,Queens County,44.791
NY-081,1921,Queens County,42.037
NY-081,1931,Queens County,43.301
NY-081,1941,Queens County,43.75
NY-081,1951,Queens County,46.657
NY-081,1961,Queens County,38.832
NY-081,1971,Queens County,49.015
NY-081,1981,Queens County,47.284
NY-081,1991,Queens County,43.653
NY-081,2001,Queens County,48.062
NY-081,2011,Queens County,47.741
NY-083,1901,Rensselaer County,37.141
NY-083,1911,Rensselaer County,36.891
NY-083,1921,Rensselaer County,36.47
NY-083,1931,Rensselaer County,40.101
NY-083,1941,Rensselaer County,39.819
NY-083,1951,Rensselaer County,41.802
NY-083,1961,Rensselaer County,35.152
NY-083,1971,Rensselaer County,43.19
NY-083,1981,Rensselaer County,41.04
NY-083,1991,Rensselaer County,40.917
NY-083,2001,Rensselaer County,46.403
NY-083,2011,Rensselaer County,43.006
NY-085,1901,Richmond County,46.492
NY-085,1911,Richmond County,46.063
NY-085,1921,Richmond County,43.684
NY-085,1931,Richmond County,44.223
NY-085,1941,Richmond County,45.395
NY-085,1951,Richmond County,46.66
NY-085,1961,Richmond County,39.533
NY-085,1971,Richmond County,50.416
NY-085,1981,Richmond County,48.047
NY-085,1991,Richmond County,45.342
NY-085,2001,Richmond County,48.354
NY-085,2011,Richmond County,49.246
NY-087,1901,Rockland County,47.049
NY-087,1911,Rockland County,45.346
NY-087,1921,Rockland County,42.712
NY-087,1931,Rockland County,46.264
NY-087,1941,Rockland County,46.406
NY-087,1951,Rockland County,49.7
NY-087,1961,Rockland County,40.431
NY-087,1971,Rockland County,52.495
NY-087,1981,Rockland County,49.927
NY-087,1991,Rockland County,46.848
NY-087,2001,Rockland County,50.152
NY-087,2011,Rockland County,48.008
NY-089,1901,St. Lawrence County,36.409
NY-089,1911,St. Lawrence County,37.566
NY-089,1921,St. Lawrence County,37.798
NY-089,1931,St. Lawrence County,36.405
NY-089,1941,St. Lawrence County,38.549
NY-089,1951,St. Lawrence County,38.616
NY-089,1961,St. Lawrence County,36.244
NY-089,1971,St. Lawrence County,41.523
NY-089,1981,St. Lawrence County,40.16
NY-089,1991,St. Lawrence County,40.897
NY-089,2001,St. Lawrence County,41.311
NY-089,2011,St. Lawrence County,41.134
NY-091,1901,Saratoga County,40.171
NY-091,1911,Saratoga County,39.564
NY-091,1921,Saratoga County,39.159
NY-091,1931,Saratoga County,41.172
NY-091,1941,Saratoga County,40.349
NY-091,1951,Saratoga County,42.065
NY-091,1961,Saratoga County,36.072
NY-091,1971,Saratoga County,44.867
NY-091,1981,Saratoga County,44.074
NY-091,1991,Saratoga County,42.558
NY-091,2001,Saratoga County,47.036
NY-091,2011,Saratoga County,44.98
NY-093,1901,Schenectady County,37.056
NY-093,1911,Schenectady County,36.825
NY-093,1921,Schenectady County,35.252
NY-093,1931,Schenectady County,37.087
NY-093,1941,Schenectady County,36.192
NY-093,1951,Schenectady County,38.007
NY-093,1961,Schenectady County,32.624
NY-093,1971,Schenectady County,40.941
NY-093,1981,Schenectady County,38.559
NY-093,1991,Schenectady County,38.545
NY-093,2001,Schenectady County,43.503
NY-093,2011,Schenectady County,41.598
NY-095,1901,Schoharie County,38.767
NY-095,1911,Schoharie County,39.521
NY-095,1921,Schoharie County,38.679
NY-095,1931,Schoharie County,39.749
NY-095,1941,Schoharie County,37.758
NY-095,1951,Schoharie County,39.203
NY-095,1961,Schoharie County,33.3
NY-095,1971,Schoharie County,41.977
NY-095,1981,Schoharie County,38.285
NY-095,1991,Schoharie County,39.243
NY-095,2001,Schoharie County,44.343
NY-095,2011,Schoharie County,41.842
NY-097,1901,Schuyler County,33.482
NY-097,1911,Schuyler County,33.313
NY-097,1921,Schuyler County,31.996
NY-097,1931,Schuyler County,33.788
NY-097,1941,Schuyler County,34.196
NY-097,1951,Schuyler County,33.833
NY-097,1961,Schuyler County,31.087
NY-097,1971,Schuyler County,36.231
NY-097,1981,Schuyler County,33.914
NY-097,1991,Schuyler County,35.129
NY-097,2001,Schuyler County,37.371
NY-097,2011,Schuyler County,37.237
NY-099,1901,Seneca County,32.774
NY-099,1911,Seneca County,31.735
NY-099,1921,Seneca County,32.137
NY-099,1931,Seneca County,32.311
NY-099,1941,Seneca County,34.281
NY-099,1951,Seneca County,33.559
NY-099,1961,Seneca County,30.733
NY-099,1971,Seneca County,36.633
NY-099,1981,Seneca County,34.462
NY-099,1991,Seneca County,35.197
NY-099,2001,Seneca County,37.053
NY-099,2011,Seneca County,37.563
NY-101,1901,Steuben County,34.722
NY-101,1911,Steuben County,34.685
NY-101,1921,Steuben County,32.449
NY-101,1931,Steuben County,33.681
NY-101,1941,Steuben County,36.061
NY-101,1951,Steuben County,34.131
NY-101,1961,Steuben County,31.621
NY-101,1971,Steuben County,35.959
NY-101,1981,Steuben County,34.562
NY-101,1991,Steuben County,35.105
NY-101,2001,Steuben County,37.382
NY-101,2011,Steuben County,38.307
NY-103,1901,Suffolk County,44.933
NY-103,1911,Suffolk County,45.875
NY-103,1921,Suffolk County,44.068
NY-103,1931,Suffolk County,44.549
NY-103,1941,Suffolk County,41.408
NY-103,1951,Suffolk County,46.426
NY-103,1961,Suffolk County,39.115
NY-103,1971,Suffolk County,46.927
NY-103,1981,Suffolk County,47.108
NY-103,1991,Suffolk County,44.463
NY-103,2001,Suffolk County,47.554
NY-103,2011,Suffolk County,44.368
NY-105,1901,Sullivan County,43.954
NY-105,1911,Sullivan County,44.421
NY-105,1921,Sullivan County,43.486
NY-105,1931,Sullivan County,46.547
NY-105,1941,Sullivan County,45.096
NY-105,1951,Sullivan County,48.356
NY-105,1961,Sullivan County,39.659
NY-105,1971,Sullivan County,50.601
NY-105,1981,Sullivan County,47.225
NY-105,1991,Sullivan County,46.693
NY-105,2001,Sullivan County,51.629
NY-105,2011,Sullivan County,50.366
NY-107,1901,Tioga County,36.338
NY-107,1911,Tioga County,36.927
NY-107,1921,Tioga County,35.735
NY-107,1931,Tioga County,35.719
NY-107,1941,Tioga County,38.481
NY-107,1951,Tioga County,36.411
NY-107,1961,Tioga County,34.127
NY-107,1971,Tioga County,39.042
NY-107,1981,Tioga County,37.695
NY-107,1991,Tioga County,38.662
NY-107,2001,Tioga County,40.967
NY-107,2011,Tioga County,42.434
NY-109,1901,Tompkins County,35.702
NY-109,1911,Tompkins County,35.483
NY-109,1921,Tompkins County,35.687
NY-109,1931,Tompkins County,35.207
NY-109,1941,Tompkins County,37.925
NY-109,1951,Tompkins County,36.566
NY-109,1961,Tompkins County,34.208
NY-109,1971,Tompkins County,39.5
NY-109,1981,Tompkins County,37.336
NY-109,1991,Tompkins County,38.126
NY-109,2001,Tompkins County,40.981
NY-109,2011,Tompkins County,40.69
NY-111,1901,Ulster County,46.73
NY-111,1911,Ulster County,46.221
NY-111,1921,Ulster County,45.394
NY-111,1931,Ulster County,48.492
NY-111,1941,Ulster County,45.155
NY-111,1951,Ulster County,50.061
NY-111,1961,Ulster County,40.497
NY-111,1971,Ulster County,52.367
NY-111,1981,Ulster County,48.436
NY-111,1991,Ulster County,49.229
NY-111,2001,Ulster County,52.357
NY-111,2011,Ulster County,50.821
NY-113,1901,Warren County,40.769
NY-113,1911,Warren County,40.157
NY-113,1921,Warren County,40.679
NY-113,1931,Warren County,42.99
NY-113,1941,Warren County,42.081
NY-113,1951,Warren County,41.953
NY-113,1961,Warren County,37.182
NY-113,1971,Warren County,45.868
NY-113,1981,Warren County,44.821
NY-113,1991,Warren County,42.955
NY-113,2001,Warren County,47.577
NY-113,2011,Warren County,45.942
NY-115,1901,Washington County,35.484
NY-115,1911,Washington County,34.719
NY-115,1921,Washington County,35.544
NY-115,1931,Washington County,39.303
NY-115,1941,Washington County,38.534
NY-115,1951,Washington County,39.566
NY-115,1961,Washington County,33.823
NY-115,1971,Washington County,41.771
NY-115,1981,Washington County,40.642
NY-115,1991,Washington County,39.196
NY-115,2001,Washington County,43.538
NY-115,2011,Washington County,40.417
NY-117,1901,Wayne County,33.694
NY-117,1911,Wayne County,31.965
NY-117,1921,Wayne County,32.258
NY-117,1931,Wayne County,32.575
NY-117,1941,Wayne County,35.35
NY-117,1951,Wayne County,34.558
NY-117,1961,Wayne County,32.863
NY-117,1971,Wayne County,37.577
NY-117,1981,Wayne County,34.938
NY-117,1991,Wayne County,35.319
NY-117,2001,Wayne County,37.665
NY-117,2011,Wayne County,37.872
NY-119,1901,Westchester County,47.449
NY-119,1911,Westchester County,46.539
NY-119,1921,Westchester County,43.633
NY-119,1931,Westchester County,47.889
NY-119,1941,Westchester County,46.449
NY-119,1951,Westchester County,49.388
NY-119,1961,Westchester County,40.172
NY-119,1971,Westchester County,52.056
NY-119,1981,Westchester County,49.443
NY-119,1991,Westchester County,47.162
NY-119,2001,Westchester County,50.321
NY-119,2011,Westchester County,47.233
NY-121,1901,Wyoming County,37.755
NY-121,1911,Wyoming County,35.769
NY-121,1921,Wyoming County,35.548
NY-121,1931,Wyoming County,34.703
NY-121,1941,Wyoming County,37.768
NY-121,1951,Wyoming County,36.585
NY-121,1961,Wyoming County,35.042
NY-121,1971,Wyoming County,39.442
NY-121,1981,Wyoming County,38.571
NY-121,1991,Wyoming County,39.387
NY-121,2001,Wyoming County,41.258
NY-121,2011,Wyoming County,42.426
NY-123,1901,Yates County,31.253
NY-123,1911,Yates County,31.117
NY-123,1921,Yates County,30.712
NY-123,1931,Yates County,32.193
NY-123,1941,Yates County,32.974
NY-123,1951,Yates County,31.913
NY-123,1961,Yates County,29.726
NY-123,1971,Yates County,34.507
NY-123,1981,Yates County,32.869
NY-123,1991,Yates County,33.449
NY-123,2001,Yates County,35.257
NY-123,2011,Yates County,35.004
